ID,Excel行,设计单元ID,单元,位置标签,注入位置,故障类型,适用频率,事件触发条件,负载,计数基准,建议样本量,SDC%,Crash%,Timeout%,Masked%,仿真器断言崩溃占比%,潜伏期（commit序号）,污染扇出数,为什么这么设计（精简）
E131,R132,D54,Int Dispatch/ROB,Int IQ的tag字段·读到旧数据,Int Issue Queue（64 项）项的源操作数 tag 字段,错位拼接（结构化）：读到旧数据,—（不适用固定间隔）,该 IQ 槽位被新 µop 写入覆盖的瞬间,CoreMark,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,旧 tag 大概率仍指向一个存在的、有真实数据的物理寄存器（只是不是这条指令该等的那个），预期 SDC 概率高于「Int IQ的tag字段·单比特翻转」，和「Int IQ的tag字段·换值」的效应量级接近，但触发条件（写入时序缺陷 vs 主动构造替换值）完全不同
E132,R133,D54,Int Dispatch/ROB,Int IQ的tag字段·读到旧数据,Int Issue Queue（64 项）项的源操作数 tag 字段,错位拼接（结构化）：读到旧数据,—（不适用固定间隔）,该 IQ 槽位被新 µop 写入覆盖的瞬间,Embench,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,旧 tag 大概率仍指向一个存在的、有真实数据的物理寄存器（只是不是这条指令该等的那个），预期 SDC 概率高于「Int IQ的tag字段·单比特翻转」，和「Int IQ的tag字段·换值」的效应量级接近，但触发条件（写入时序缺陷 vs 主动构造替换值）完全不同
E133,R134,D55,Int Dispatch/ROB,分发端口选择逻辑·状态翻转,分发端口选择逻辑（该 µop 该送去哪个执行单元/Issue Queue 的判定，如 ALU vs MDU）——按 3 ALU + 1 MDU 的实现，判定近似二元，无独立多比特版本,状态（结构化）,F1,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,如果目标单元语义完全不兼容（如整数 vs 浮点），预期直接崩溃；如果凑巧都是简单整数运算单元，可能产生错误结果但不崩溃，需要实验验证而非预设，这一格的「预期结果」置信度较低，标注为探索性
E134,R135,D55,Int Dispatch/ROB,分发端口选择逻辑·状态翻转,分发端口选择逻辑（该 µop 该送去哪个执行单元/Issue Queue 的判定，如 ALU vs MDU）——按 3 ALU + 1 MDU 的实现，判定近似二元，无独立多比特版本,状态（结构化）,F1,—（不涉及事件触发）,Embench,运行计数,2000 次运行,,,,,,,,如果目标单元语义完全不兼容（如整数 vs 浮点），预期直接崩溃；如果凑巧都是简单整数运算单元，可能产生错误结果但不崩溃，需要实验验证而非预设，这一格的「预期结果」置信度较低，标注为探索性
E135,R136,D55,Int Dispatch/ROB,分发端口选择逻辑·状态翻转,分发端口选择逻辑（该 µop 该送去哪个执行单元/Issue Queue 的判定，如 ALU vs MDU）——按 3 ALU + 1 MDU 的实现，判定近似二元，无独立多比特版本,状态（结构化）,F2,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,如果目标单元语义完全不兼容（如整数 vs 浮点），预期直接崩溃；如果凑巧都是简单整数运算单元，可能产生错误结果但不崩溃，需要实验验证而非预设，这一格的「预期结果」置信度较低，标注为探索性
E136,R137,D55,Int Dispatch/ROB,分发端口选择逻辑·状态翻转,分发端口选择逻辑（该 µop 该送去哪个执行单元/Issue Queue 的判定，如 ALU vs MDU）——按 3 ALU + 1 MDU 的实现，判定近似二元，无独立多比特版本,状态（结构化）,F2,—（不涉及事件触发）,Embench,运行计数,2000 次运行,,,,,,,,如果目标单元语义完全不兼容（如整数 vs 浮点），预期直接崩溃；如果凑巧都是简单整数运算单元，可能产生错误结果但不崩溃，需要实验验证而非预设，这一格的「预期结果」置信度较低，标注为探索性
E137,R138,D56,FP/SIMD Decode,FP opcode字段·单比特翻转,译码输出锁存器的 opcode 字段（FP/SIMD 指令）,单比特翻转,F0,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,逻辑与 「opcode字段·单比特翻转」 相同：预期多数变成非法指令→Crash，SDC 概率很低
E138,R139,D56,FP/SIMD Decode,FP opcode字段·单比特翻转,译码输出锁存器的 opcode 字段（FP/SIMD 指令）,单比特翻转,F0,—（不涉及事件触发）,Embench（浮点子集）,运行计数,2000 次运行,,,,,,,,逻辑与 「opcode字段·单比特翻转」 相同：预期多数变成非法指令→Crash，SDC 概率很低
E139,R140,D56,FP/SIMD Decode,FP opcode字段·单比特翻转,译码输出锁存器的 opcode 字段（FP/SIMD 指令）,单比特翻转,F1,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,逻辑与 「opcode字段·单比特翻转」 相同：预期多数变成非法指令→Crash，SDC 概率很低
E140,R141,D56,FP/SIMD Decode,FP opcode字段·单比特翻转,译码输出锁存器的 opcode 字段（FP/SIMD 指令）,单比特翻转,F1,—（不涉及事件触发）,Embench（浮点子集）,运行计数,2000 次运行,,,,,,,,逻辑与 「opcode字段·单比特翻转」 相同：预期多数变成非法指令→Crash，SDC 概率很低
E141,R142,D57,FP/SIMD Decode,FP opcode字段·双比特翻转,译码输出锁存器的 opcode 字段（FP/SIMD 指令）,双比特翻转,F0,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,对应 「opcode字段·双比特翻转」，预期崩溃率高于 「FP opcode字段·单比特翻转」
E142,R143,D57,FP/SIMD Decode,FP opcode字段·双比特翻转,译码输出锁存器的 opcode 字段（FP/SIMD 指令）,双比特翻转,F0,—（不涉及事件触发）,Embench（浮点子集）,运行计数,2000 次运行,,,,,,,,对应 「opcode字段·双比特翻转」，预期崩溃率高于 「FP opcode字段·单比特翻转」
E143,R144,D58,FP/SIMD Decode,FP opcode字段·换值,译码输出锁存器的 opcode 字段,换值（结构化）,F0,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,预期与 「opcode字段·换值」 类似，SDC 概率高于随机翻转
E144,R145,D58,FP/SIMD Decode,FP opcode字段·换值,译码输出锁存器的 opcode 字段,换值（结构化）,F0,—（不涉及事件触发）,Embench（浮点子集）,运行计数,2000 次运行,,,,,,,,预期与 「opcode字段·换值」 类似，SDC 概率高于随机翻转
E145,R146,D58,FP/SIMD Decode,FP opcode字段·换值,译码输出锁存器的 opcode 字段,换值（结构化）,F1,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,预期与 「opcode字段·换值」 类似，SDC 概率高于随机翻转
E146,R147,D58,FP/SIMD Decode,FP opcode字段·换值,译码输出锁存器的 opcode 字段,换值（结构化）,F1,—（不涉及事件触发）,Embench（浮点子集）,运行计数,2000 次运行,,,,,,,,预期与 「opcode字段·换值」 类似，SDC 概率高于随机翻转
E147,R148,D59,FP/SIMD Decode,V寄存器号字段·单比特翻转,译码输出锁存器的源/目的 V 寄存器操作数字段（NEON 128 位寄存器编号，V0~V31）,单比特翻转,F0,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,V 寄存器编号 5 位，翻转后落在合法范围（0~31）的概率高，预期比 opcode 翻转容易产生 SDC
E148,R149,D59,FP/SIMD Decode,V寄存器号字段·单比特翻转,译码输出锁存器的源/目的 V 寄存器操作数字段（NEON 128 位寄存器编号，V0~V31）,单比特翻转,F0,—（不涉及事件触发）,libjpeg-turbo,运行计数,2000 次运行,,,,,,,,V 寄存器编号 5 位，翻转后落在合法范围（0~31）的概率高，预期比 opcode 翻转容易产生 SDC
E149,R150,D59,FP/SIMD Decode,V寄存器号字段·单比特翻转,译码输出锁存器的源/目的 V 寄存器操作数字段（NEON 128 位寄存器编号，V0~V31）,单比特翻转,F1,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,V 寄存器编号 5 位，翻转后落在合法范围（0~31）的概率高，预期比 opcode 翻转容易产生 SDC
E150,R151,D59,FP/SIMD Decode,V寄存器号字段·单比特翻转,译码输出锁存器的源/目的 V 寄存器操作数字段（NEON 128 位寄存器编号，V0~V31）,单比特翻转,F1,—（不涉及事件触发）,libjpeg-turbo,运行计数,2000 次运行,,,,,,,,V 寄存器编号 5 位，翻转后落在合法范围（0~31）的概率高，预期比 opcode 翻转容易产生 SDC
E151,R152,D59,FP/SIMD Decode,V寄存器号字段·单比特翻转,译码输出锁存器的源/目的 V 寄存器操作数字段（NEON 128 位寄存器编号，V0~V31）,单比特翻转,F2,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,V 寄存器编号 5 位，翻转后落在合法范围（0~31）的概率高，预期比 opcode 翻转容易产生 SDC
E152,R153,D59,FP/SIMD Decode,V寄存器号字段·单比特翻转,译码输出锁存器的源/目的 V 寄存器操作数字段（NEON 128 位寄存器编号，V0~V31）,单比特翻转,F2,—（不涉及事件触发）,libjpeg-turbo,运行计数,2000 次运行,,,,,,,,V 寄存器编号 5 位，翻转后落在合法范围（0~31）的概率高，预期比 opcode 翻转容易产生 SDC
E153,R154,D60,FP/SIMD Decode,V寄存器号字段·双比特翻转,译码输出锁存器的源/目的 V 寄存器操作数字段,双比特翻转,F0,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,对应 「源/目的寄存器号字段·双比特翻转」
E154,R155,D60,FP/SIMD Decode,V寄存器号字段·双比特翻转,译码输出锁存器的源/目的 V 寄存器操作数字段,双比特翻转,F0,—（不涉及事件触发）,libjpeg-turbo,运行计数,2000 次运行,,,,,,,,对应 「源/目的寄存器号字段·双比特翻转」
E155,R156,D60,FP/SIMD Decode,V寄存器号字段·双比特翻转,译码输出锁存器的源/目的 V 寄存器操作数字段,双比特翻转,F1,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,对应 「源/目的寄存器号字段·双比特翻转」
E156,R157,D60,FP/SIMD Decode,V寄存器号字段·双比特翻转,译码输出锁存器的源/目的 V 寄存器操作数字段,双比特翻转,F1,—（不涉及事件触发）,libjpeg-turbo,运行计数,2000 次运行,,,,,,,,对应 「源/目的寄存器号字段·双比特翻转」
E157,R158,D61,FP/SIMD Decode,指令路由判定位·状态翻转,指令识别/路由判定位（该指令送整数发射队列还是 FP/SIMD 发射队列）——该字段本身为单比特控制位，无多比特版本,状态（结构化）,F1,—（不涉及事件触发）,Embench（含整数/浮点混合的程序）,运行计数,2000 次运行,,,,,,,,预期崩溃率高于单元 3 的对应位置（「分发端口选择逻辑·状态翻转」），因为整数和 FP/SIMD 走的是完全不同的寄存器堆和执行单元，类型不匹配大概率直接崩溃，不太可能有「凑巧兼容」的情形
E158,R159,D61,FP/SIMD Decode,指令路由判定位·状态翻转,指令识别/路由判定位（该指令送整数发射队列还是 FP/SIMD 发射队列）——该字段本身为单比特控制位，无多比特版本,状态（结构化）,F2,—（不涉及事件触发）,Embench（含整数/浮点混合的程序）,运行计数,2000 次运行,,,,,,,,预期崩溃率高于单元 3 的对应位置（「分发端口选择逻辑·状态翻转」），因为整数和 FP/SIMD 走的是完全不同的寄存器堆和执行单元，类型不匹配大概率直接崩溃，不太可能有「凑巧兼容」的情形
E159,R160,D62,FP/SIMD Rename,标量FP RAT映射字段·单比特翻转,标量 FP RAT 表项（D/S 寄存器映射，numPhysFloatRegs=192 池）,单比特翻转,F0,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,预期与 「RAT映射字段·单比特翻转」 一致，SDC 概率很低
E160,R161,D62,FP/SIMD Rename,标量FP RAT映射字段·单比特翻转,标量 FP RAT 表项（D/S 寄存器映射，numPhysFloatRegs=192 池）,单比特翻转,F0,—（不涉及事件触发）,Embench（浮点子集）,运行计数,2000 次运行,,,,,,,,预期与 「RAT映射字段·单比特翻转」 一致，SDC 概率很低
E161,R162,D62,FP/SIMD Rename,标量FP RAT映射字段·单比特翻转,标量 FP RAT 表项（D/S 寄存器映射，numPhysFloatRegs=192 池）,单比特翻转,F1,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,预期与 「RAT映射字段·单比特翻转」 一致，SDC 概率很低
E162,R163,D62,FP/SIMD Rename,标量FP RAT映射字段·单比特翻转,标量 FP RAT 表项（D/S 寄存器映射，numPhysFloatRegs=192 池）,单比特翻转,F1,—（不涉及事件触发）,Embench（浮点子集）,运行计数,2000 次运行,,,,,,,,预期与 「RAT映射字段·单比特翻转」 一致，SDC 概率很低
E163,R164,D63,FP/SIMD Rename,标量FP RAT映射字段·双比特翻转,标量 FP RAT 表项,双比特翻转,F0,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,对应 「RAT映射字段·双比特翻转」
E164,R165,D63,FP/SIMD Rename,标量FP RAT映射字段·双比特翻转,标量 FP RAT 表项,双比特翻转,F0,—（不涉及事件触发）,Embench（浮点子集）,运行计数,2000 次运行,,,,,,,,对应 「RAT映射字段·双比特翻转」
E165,R166,D64,FP/SIMD Rename,标量FP RAT映射字段·换值,标量 FP RAT 表项,换值（结构化）,F0,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,预期 SDC 概率高于 「标量FP RAT映射字段·单比特翻转」/「标量FP RAT映射字段·双比特翻转」，且浮点数据的「安静错误」特性（尾数低位翻转不改变数量级）预期让这里的 SDC 比整数版（「RAT映射字段·换值(固定间隔)」）更隐蔽、更难被 L2 层的粗粒度比对发现
E166,R167,D64,FP/SIMD Rename,标量FP RAT映射字段·换值,标量 FP RAT 表项,换值（结构化）,F0,—（不涉及事件触发）,Embench（浮点子集）,运行计数,2000 次运行,,,,,,,,预期 SDC 概率高于 「标量FP RAT映射字段·单比特翻转」/「标量FP RAT映射字段·双比特翻转」，且浮点数据的「安静错误」特性（尾数低位翻转不改变数量级）预期让这里的 SDC 比整数版（「RAT映射字段·换值(固定间隔)」）更隐蔽、更难被 L2 层的粗粒度比对发现
E167,R168,D64,FP/SIMD Rename,标量FP RAT映射字段·换值,标量 FP RAT 表项,换值（结构化）,F1,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,预期 SDC 概率高于 「标量FP RAT映射字段·单比特翻转」/「标量FP RAT映射字段·双比特翻转」，且浮点数据的「安静错误」特性（尾数低位翻转不改变数量级）预期让这里的 SDC 比整数版（「RAT映射字段·换值(固定间隔)」）更隐蔽、更难被 L2 层的粗粒度比对发现
E168,R169,D64,FP/SIMD Rename,标量FP RAT映射字段·换值,标量 FP RAT 表项,换值（结构化）,F1,—（不涉及事件触发）,Embench（浮点子集）,运行计数,2000 次运行,,,,,,,,预期 SDC 概率高于 「标量FP RAT映射字段·单比特翻转」/「标量FP RAT映射字段·双比特翻转」，且浮点数据的「安静错误」特性（尾数低位翻转不改变数量级）预期让这里的 SDC 比整数版（「RAT映射字段·换值(固定间隔)」）更隐蔽、更难被 L2 层的粗粒度比对发现
E169,R170,D65,FP/SIMD Rename,标量FP RAT映射字段·卡死,标量 FP RAT 表项（D/S 寄存器映射，numPhysFloatRegs=192 池）,卡死（结构化）,F5,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,对应「RAT映射字段·卡死」，预期效应模式相近
E170,R171,D65,FP/SIMD Rename,标量FP RAT映射字段·卡死,标量 FP RAT 表项（D/S 寄存器映射，numPhysFloatRegs=192 池）,卡死（结构化）,F5,—（不涉及事件触发）,Embench（浮点子集）,运行计数,2000 次运行,,,,,,,,对应「RAT映射字段·卡死」，预期效应模式相近
E171,R172,D66,FP/SIMD Rename,标量FP RAT映射字段·读到旧数据,标量 FP RAT 表项（D/S 寄存器映射，numPhysFloatRegs=192 池）,错位拼接（结构化）：读到旧数据,—（不适用固定间隔）,该表项被下一次重命名写入覆盖的瞬间,PolyBench,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,对应「RAT映射字段·读到旧数据」，预期效应模式相近，浮点数据的「安静错误」特性可能让旧值和新值在数量级上更接近、更难察觉
E172,R173,D66,FP/SIMD Rename,标量FP RAT映射字段·读到旧数据,标量 FP RAT 表项（D/S 寄存器映射，numPhysFloatRegs=192 池）,错位拼接（结构化）：读到旧数据,—（不适用固定间隔）,该表项被下一次重命名写入覆盖的瞬间,Embench（浮点子集）,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,对应「RAT映射字段·读到旧数据」，预期效应模式相近，浮点数据的「安静错误」特性可能让旧值和新值在数量级上更接近、更难察觉
E173,R174,D67,FP/SIMD Rename,向量RAT映射字段·单比特翻转,向量/NEON RAT 表项（V/Q 寄存器映射，numPhysVecRegs=48 池）,单比特翻转,F0,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,预期与 「RAT映射字段·单比特翻转」 一致
E174,R175,D67,FP/SIMD Rename,向量RAT映射字段·单比特翻转,向量/NEON RAT 表项（V/Q 寄存器映射，numPhysVecRegs=48 池）,单比特翻转,F0,—（不涉及事件触发）,libjpeg-turbo,运行计数,2000 次运行,,,,,,,,预期与 「RAT映射字段·单比特翻转」 一致
E175,R176,D67,FP/SIMD Rename,向量RAT映射字段·单比特翻转,向量/NEON RAT 表项（V/Q 寄存器映射，numPhysVecRegs=48 池）,单比特翻转,F1,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,预期与 「RAT映射字段·单比特翻转」 一致
E176,R177,D67,FP/SIMD Rename,向量RAT映射字段·单比特翻转,向量/NEON RAT 表项（V/Q 寄存器映射，numPhysVecRegs=48 池）,单比特翻转,F1,—（不涉及事件触发）,libjpeg-turbo,运行计数,2000 次运行,,,,,,,,预期与 「RAT映射字段·单比特翻转」 一致
E177,R178,D68,FP/SIMD Rename,向量RAT映射字段·双比特翻转,向量/NEON RAT 表项,双比特翻转,F0,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,向量池索引只需 6 位编码（48 项），比标量池的 8 位（192 项）更窄，双比特翻转造成的相对偏移更大，预期比 「标量FP RAT映射字段·双比特翻转」 更容易越界，Crash 占比预期更高
E178,R179,D68,FP/SIMD Rename,向量RAT映射字段·双比特翻转,向量/NEON RAT 表项,双比特翻转,F0,—（不涉及事件触发）,libjpeg-turbo,运行计数,2000 次运行,,,,,,,,向量池索引只需 6 位编码（48 项），比标量池的 8 位（192 项）更窄，双比特翻转造成的相对偏移更大，预期比 「标量FP RAT映射字段·双比特翻转」 更容易越界，Crash 占比预期更高
E179,R180,D69,FP/SIMD Rename,向量RAT映射字段·换值,向量/NEON RAT 表项,换值（结构化）,F0,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,预期 SDC 概率高于 「向量RAT映射字段·单比特翻转」/「向量RAT映射字段·双比特翻转」，逻辑同 「标量FP RAT映射字段·换值」；额外预期：由于 NEON 是 128 位整块寄存器，「换值」后污染大概率是整个寄存器一起错，而不是部分 lane，这点需要和真正的数据类故障（如 L1d-Cache 里字节级污染）做对比才能确认，这里先记录预期
E180,R181,D69,FP/SIMD Rename,向量RAT映射字段·换值,向量/NEON RAT 表项,换值（结构化）,F0,—（不涉及事件触发）,libjpeg-turbo,运行计数,2000 次运行,,,,,,,,预期 SDC 概率高于 「向量RAT映射字段·单比特翻转」/「向量RAT映射字段·双比特翻转」，逻辑同 「标量FP RAT映射字段·换值」；额外预期：由于 NEON 是 128 位整块寄存器，「换值」后污染大概率是整个寄存器一起错，而不是部分 lane，这点需要和真正的数据类故障（如 L1d-Cache 里字节级污染）做对比才能确认，这里先记录预期
E181,R182,D69,FP/SIMD Rename,向量RAT映射字段·换值,向量/NEON RAT 表项,换值（结构化）,F1,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,预期 SDC 概率高于 「向量RAT映射字段·单比特翻转」/「向量RAT映射字段·双比特翻转」，逻辑同 「标量FP RAT映射字段·换值」；额外预期：由于 NEON 是 128 位整块寄存器，「换值」后污染大概率是整个寄存器一起错，而不是部分 lane，这点需要和真正的数据类故障（如 L1d-Cache 里字节级污染）做对比才能确认，这里先记录预期
E182,R183,D69,FP/SIMD Rename,向量RAT映射字段·换值,向量/NEON RAT 表项,换值（结构化）,F1,—（不涉及事件触发）,libjpeg-turbo,运行计数,2000 次运行,,,,,,,,预期 SDC 概率高于 「向量RAT映射字段·单比特翻转」/「向量RAT映射字段·双比特翻转」，逻辑同 「标量FP RAT映射字段·换值」；额外预期：由于 NEON 是 128 位整块寄存器，「换值」后污染大概率是整个寄存器一起错，而不是部分 lane，这点需要和真正的数据类故障（如 L1d-Cache 里字节级污染）做对比才能确认，这里先记录预期
E183,R184,D70,FP/SIMD Rename,向量RAT映射字段·卡死,向量/NEON RAT 表项（V/Q 寄存器映射，numPhysVecRegs=48 池）,卡死（结构化）,F5,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,48 项的向量池比 192 项的标量池小，同一运行时长内该池的每一项被重命名的频率更高，预期「标量FP RAT映射字段·卡死」/「向量RAT映射字段·卡死」两行的曝光次数会有系统性差异，即使 SDC 概率本身接近
E184,R185,D70,FP/SIMD Rename,向量RAT映射字段·卡死,向量/NEON RAT 表项（V/Q 寄存器映射，numPhysVecRegs=48 池）,卡死（结构化）,F5,—（不涉及事件触发）,libjpeg-turbo,运行计数,2000 次运行,,,,,,,,48 项的向量池比 192 项的标量池小，同一运行时长内该池的每一项被重命名的频率更高，预期「标量FP RAT映射字段·卡死」/「向量RAT映射字段·卡死」两行的曝光次数会有系统性差异，即使 SDC 概率本身接近
E185,R186,D71,FP/SIMD Rename,向量RAT映射字段·读到旧数据,向量/NEON RAT 表项（V/Q 寄存器映射，numPhysVecRegs=48 池）,错位拼接（结构化）：读到旧数据,—（不适用固定间隔）,该表项被下一次重命名写入覆盖的瞬间,PolyBench,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,48 项的池子重用率更高，同一物理寄存器号在短时间内被重新分配的概率更大，旧映射和新映射的语义差异可能更细微
E186,R187,D71,FP/SIMD Rename,向量RAT映射字段·读到旧数据,向量/NEON RAT 表项（V/Q 寄存器映射，numPhysVecRegs=48 池）,错位拼接（结构化）：读到旧数据,—（不适用固定间隔）,该表项被下一次重命名写入覆盖的瞬间,libjpeg-turbo,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,48 项的池子重用率更高，同一物理寄存器号在短时间内被重新分配的概率更大，旧映射和新映射的语义差异可能更细微
E187,R188,D72,FP/SIMD Rename,标量FP空闲表·重复分配(固定间隔),标量 FP Free List 队列项（192 项池）,状态（结构化）：重复分配,F1,—（不涉及事件触发）,长依赖链压力核,运行计数,2000 次运行,,,,,,,,预期与 「空闲表·重复分配(固定间隔)」 同源，SDC 与 Crash 并存
E188,R189,D72,FP/SIMD Rename,标量FP空闲表·重复分配(固定间隔),标量 FP Free List 队列项（192 项池）,状态（结构化）：重复分配,F2,—（不涉及事件触发）,长依赖链压力核,运行计数,2000 次运行,,,,,,,,预期与 「空闲表·重复分配(固定间隔)」 同源，SDC 与 Crash 并存
E189,R190,D73,FP/SIMD Rename,标量FP空闲表·重复分配(事件触发),标量 FP Free List 队列项（192 项池）,状态（结构化）：重复分配,—（不适用固定间隔）,标量池剩余项数低于阈值（建议 ≤12 项）,长依赖链压力核,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,预期与 「空闲表·重复分配(固定间隔)」 同源，SDC 与 Crash 并存；精确瞄准「标量池快见底」这个窗口，预期比固定间隔版更高效地命中该场景
E190,R191,D74,FP/SIMD Rename,向量空闲表·重复分配(固定间隔),向量/NEON Free List 队列项（48 项池）,状态（结构化）：重复分配,F1,—（不涉及事件触发）,长依赖链压力核（向量版：用向量累加链）,运行计数,2000 次运行,,,,,,,,预期向量池（48 项）比标量池（192 项）更容易被压到低水位、更容易复现结构化重复分配效应，是验证「小容量结构更脆弱」这一直觉的直接实验
E191,R192,D74,FP/SIMD Rename,向量空闲表·重复分配(固定间隔),向量/NEON Free List 队列项（48 项池）,状态（结构化）：重复分配,F2,—（不涉及事件触发）,长依赖链压力核（向量版：用向量累加链）,运行计数,2000 次运行,,,,,,,,预期向量池（48 项）比标量池（192 项）更容易被压到低水位、更容易复现结构化重复分配效应，是验证「小容量结构更脆弱」这一直觉的直接实验
E192,R193,D75,FP/SIMD Rename,向量空闲表·重复分配(事件触发),向量/NEON Free List 队列项（48 项池）,状态（结构化）：重复分配,—（不适用固定间隔）,向量池剩余项数低于阈值（建议 ≤6 项，按 48 项池容量等比例设置）,长依赖链压力核（向量版：用向量累加链）,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,预期向量池（48 项）比标量池（192 项）更容易被压到低水位、更容易复现结构化重复分配效应，是验证「小容量结构更脆弱」这一直觉的直接实验；精确瞄准「向量池快见底」这个窗口，预期比固定间隔版更高效地命中该场景
E193,R194,D76,FP/SIMD Rename,标量FP空闲表·丢失释放,标量 FP Free List 队列项,时序（结构化）：丢失释放,F1（持续到运行结束）,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,预期与 「空闲表·丢失释放」 同源，主导结果是 Timeout
E194,R195,D77,FP/SIMD Rename,向量空闲表·丢失释放,向量/NEON Free List 队列项,时序（结构化）：丢失释放,F1（持续到运行结束）,—（不涉及事件触发）,长依赖链压力核（向量版）,运行计数,2000 次运行,,,,,,,,预期向量池更快耗尽、更快出现 Timeout，同一时间窗口内向量池的「前兆信号」应该比标量池出现得更早
E195,R196,D78,FP/SIMD Rename,SVE谓词RAT映射字段·单比特翻转,SVE 谓词寄存器 RAT（numPhysVecPredRegs=32 池，仅 SVE+SME 版配置适用）,单比特翻转,F0,—（不涉及事件触发）,PolyBench（SVE 向量化版）,运行计数,2000 次运行,,,,,,,,预期谓词翻转会导致部分 lane 的计算结果被错误地纳入或排除，是 SIMD/SVE 场景独有的「部分污染」故障，预期 SDC 概率较高且传播方式与整数/标量故障有本质不同
E196,R197,D78,FP/SIMD Rename,SVE谓词RAT映射字段·单比特翻转,SVE 谓词寄存器 RAT（numPhysVecPredRegs=32 池，仅 SVE+SME 版配置适用）,单比特翻转,F1,—（不涉及事件触发）,PolyBench（SVE 向量化版）,运行计数,2000 次运行,,,,,,,,预期谓词翻转会导致部分 lane 的计算结果被错误地纳入或排除，是 SIMD/SVE 场景独有的「部分污染」故障，预期 SDC 概率较高且传播方式与整数/标量故障有本质不同
E197,R198,D79,FP/SIMD Rename,SVE谓词RAT映射字段·双比特翻转,SVE 谓词寄存器 RAT,双比特翻转,F0,—（不涉及事件触发）,PolyBench（SVE 向量化版）,运行计数,2000 次运行,,,,,,,,谓词寄存器池只需 5 位编码（32 项），双比特翻转造成的相对偏移比 「向量RAT映射字段·双比特翻转」（向量池 6 位）更大，预期 Crash 占比高于 「SVE谓词RAT映射字段·单比特翻转」
E198,R199,D80,FP/SIMD Rename,SVE谓词RAT映射字段·换值,SVE 谓词寄存器 RAT（numPhysVecPredRegs=32 池，仅 SVE+SME 版配置适用）,换值（结构化）,F0,—（不涉及事件触发）,PolyBench（SVE 向量化版）,运行计数,2000 次运行,,,,,,,,和标量/向量 RAT 的换值模型（「标量FP RAT映射字段·换值」「向量RAT映射字段·换值」）同一逻辑，预期 SDC 概率高于「SVE谓词RAT映射字段·单比特翻转」/「SVE谓词RAT映射字段·双比特翻转」
E199,R200,D80,FP/SIMD Rename,SVE谓词RAT映射字段·换值,SVE 谓词寄存器 RAT（numPhysVecPredRegs=32 池，仅 SVE+SME 版配置适用）,换值（结构化）,F1,—（不涉及事件触发）,PolyBench（SVE 向量化版）,运行计数,2000 次运行,,,,,,,,和标量/向量 RAT 的换值模型（「标量FP RAT映射字段·换值」「向量RAT映射字段·换值」）同一逻辑，预期 SDC 概率高于「SVE谓词RAT映射字段·单比特翻转」/「SVE谓词RAT映射字段·双比特翻转」
E200,R201,D81,FP/SIMD Rename,SVE谓词RAT映射字段·卡死,SVE 谓词寄存器 RAT（numPhysVecPredRegs=32 池，仅 SVE+SME 版配置适用）,卡死（结构化）,F5,—（不涉及事件触发）,PolyBench（SVE 向量化版）,运行计数,2000 次运行,,,,,,,,对应「RAT映射字段·卡死」，预期效应模式相近
